engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
110.1,34.1,11.4,12.01,64.0,33.3,Warning
107.2,49.3,6.5,12.19,20.0,33.6,Normal
108.7,42.9,7.6,12.87,31.0,34.0,Warning
91.5,37.4,2.0,12.38,194.0,32.3,Critical
93.6,29.0,11.3,11.61,36.0,36.2,Warning
89.4,51.1,3.6,12.01,89.0,34.1,Warning
93.4,42.9,4.8,12.83,190.0,34.3,Normal
93.3,44.4,4.1,11.75,8.0,28.9,Warning
101.7,39.8,4.2,13.56,100.0,34.1,Normal
106.4,41.9,4.4,13.24,149.0,34.6,Normal
100.7,35.0,6.3,12.57,78.0,37.9,Normal
94.0,51.0,11.4,12.59,157.0,30.3,Normal
92.1,42.3,7.9,12.76,48.0,32.1,Normal
94.5,44.6,2.5,11.98,100.0,35.6,Critical
91.3,32.2,8.4,12.95,177.0,31.8,Normal
88.3,35.1,11.7,12.14,46.0,33.8,Normal
101.8,37.2,8.0,12.27,12.0,35.9,Normal
93.6,43.8,5.3,12.58,42.0,30.6,Normal
99.6,35.7,9.7,12.44,114.0,37.8,Normal
94.6,33.8,8.6,12.64,35.0,28.7,Normal
97.9,32.1,8.5,12.24,167.0,36.4,Normal
100.2,30.7,4.0,12.2,129.0,35.5,Critical
85.5,40.0,4.0,12.31,150.0,35.8,Warning
107.2,37.9,9.8,11.99,144.0,37.3,Warning
110.4,33.2,4.3,12.63,193.0,33.9,Warning
95.3,44.4,5.4,12.05,162.0,33.0,Normal
86.2,42.6,7.2,12.1,18.0,29.9,Normal
112.6,26.3,4.0,13.53,18.0,35.1,Warning
101.2,41.5,8.7,12.61,197.0,34.8,Normal
120.4,38.1,6.5,13.17,106.0,32.9,Critical
92.1,47.4,10.8,12.61,177.0,34.7,Normal
98.1,48.2,8.4,12.58,48.0,33.1,Normal
96.7,39.8,10.0,13.46,181.0,39.6,Normal
87.9,44.4,3.6,12.74,83.0,37.7,Warning
91.8,50.6,5.0,13.22,187.0,37.4,Normal
95.5,38.9,9.8,12.68,38.0,32.1,Normal
101.0,31.8,11.9,12.61,116.0,30.5,Warning
84.7,41.1,11.2,13.04,128.0,36.4,Normal
98.7,50.4,3.6,13.23,28.0,37.2,Warning
72.9,29.2,10.1,12.41,78.0,34.5,Warning
78.8,42.8,2.7,12.48,19.0,35.3,Warning
71.6,37.1,7.7,13.03,17.0,34.0,Warning
82.4,43.8,5.5,13.5,38.0,31.7,Normal
95.1,36.6,7.6,13.02,20.0,38.1,Normal
93.8,40.2,11.3,12.17,118.0,32.5,Normal
86.1,15.2,4.0,12.62,148.0,36.6,Critical
99.5,49.7,2.1,13.27,173.0,30.2,Critical
79.7,48.2,5.6,13.18,125.0,30.1,Normal
103.8,53.8,11.5,12.59,34.0,36.8,Warning
94.0,39.8,6.1,12.46,118.0,34.1,Normal
106.4,37.4,9.9,12.86,109.0,34.2,Normal
90.0,53.0,6.0,12.33,33.0,34.4,Normal
91.9,30.4,10.3,12.11,57.0,32.9,Normal
93.1,38.0,9.6,11.54,61.0,36.0,Warning
89.1,40.6,10.4,12.72,147.0,35.6,Normal
100.1,45.5,11.2,12.97,154.0,32.9,Normal
105.1,39.8,2.4,13.97,159.0,36.5,Critical
98.0,42.7,4.0,12.33,19.0,36.0,Warning
99.6,44.7,6.9,12.13,96.0,33.3,Normal
105.7,33.7,4.6,11.96,118.0,30.2,Warning
86.2,53.5,3.1,13.14,62.0,34.9,Warning
76.0,43.1,9.6,11.55,52.0,33.6,Warning
93.5,45.1,7.0,12.84,69.0,30.6,Normal
103.6,25.0,3.8,11.93,152.0,30.5,Warning
97.7,43.1,10.9,13.2,118.0,31.3,Normal
99.9,43.5,3.1,12.54,165.0,39.2,Warning
104.1,47.5,8.5,12.27,173.0,31.0,Normal
89.8,39.8,10.9,13.45,59.0,37.6,Normal
107.8,44.3,5.9,13.09,58.0,28.9,Normal
98.8,36.7,9.6,12.62,90.0,31.0,Normal
98.1,29.2,4.5,11.95,173.0,33.1,Warning
102.1,38.4,6.1,12.61,152.0,35.1,Normal
100.7,35.6,3.3,12.76,126.0,31.2,Warning
97.7,28.0,3.1,12.76,156.0,32.3,Warning
107.0,50.2,4.8,12.51,48.0,31.1,Normal
103.4,39.3,3.1,12.49,180.0,38.8,Warning
88.6,31.7,8.1,13.12,145.0,32.7,Normal
93.7,39.7,10.4,12.27,178.0,34.8,Normal
89.1,35.2,8.8,12.83,32.0,26.7,Warning
97.3,45.2,2.1,12.24,51.0,33.8,Critical
98.4,41.2,3.1,12.69,16.0,30.7,Warning
103.3,43.7,4.6,12.48,154.0,29.9,Normal
98.0,30.2,9.8,12.61,69.0,29.9,Normal
81.5,36.4,8.5,12.87,23.0,32.5,Normal
103.4,36.3,9.7,12.75,185.0,34.0,Normal
79.0,36.2,12.0,12.36,55.0,34.9,Normal
87.7,36.9,5.7,13.03,26.0,31.5,Normal
90.0,44.7,4.4,12.64,100.0,33.3,Normal
93.8,35.7,10.1,12.38,10.0,39.2,Normal
106.8,52.5,6.1,12.82,137.0,37.7,Normal
106.3,32.6,2.8,12.61,42.0,30.4,Warning
82.6,34.5,10.3,12.13,124.0,33.7,Normal
94.4,37.3,2.3,13.01,184.0,36.6,Critical
89.8,39.8,5.0,12.43,50.0,32.9,Normal
103.3,44.6,10.9,12.97,177.0,36.0,Normal
104.0,35.7,3.4,13.06,175.0,33.0,Warning
89.7,34.5,10.3,12.45,70.0,32.9,Normal
92.4,37.9,9.2,12.3,99.0,35.7,Normal
108.1,24.4,6.1,11.5,117.0,28.6,Warning
83.7,34.4,8.5,12.11,51.0,32.9,Normal
109.9,51.3,9.5,13.02,29.0,32.5,Warning
91.5,38.7,3.7,11.79,16.0,26.0,Warning
97.2,22.3,11.3,12.71,106.0,28.8,Warning
79.4,45.3,10.2,12.25,161.0,36.4,Normal
89.2,35.8,2.9,12.75,173.0,29.1,Warning
91.4,41.1,10.0,12.36,69.0,28.4,Normal
98.3,31.8,11.6,12.71,122.0,33.6,Normal
90.8,41.9,5.1,12.16,166.0,35.0,Normal
97.7,22.2,3.5,12.02,35.0,31.0,Warning
82.3,40.2,11.9,12.3,96.0,34.2,Normal
93.3,41.2,9.9,12.57,102.0,27.0,Warning
93.0,37.6,6.1,11.67,198.0,29.4,Warning
89.8,32.5,10.2,11.96,93.0,36.4,Warning
103.4,49.7,7.4,13.09,130.0,33.3,Normal
88.3,55.1,8.3,13.58,51.0,31.7,Normal
93.2,51.7,11.6,13.33,19.0,31.1,Normal
84.4,32.0,11.5,12.45,110.0,30.2,Normal
107.9,38.3,3.3,13.01,140.0,31.3,Warning
99.4,43.8,6.1,12.61,52.0,32.4,Normal
92.8,48.1,9.8,12.79,65.0,35.0,Normal
105.9,56.3,10.3,13.3,146.0,35.5,Normal
94.5,40.8,2.3,13.07,190.0,35.0,Critical
101.3,41.1,9.3,12.94,192.0,34.2,Normal
98.6,29.3,7.9,12.59,69.0,37.3,Normal
96.1,38.5,11.9,12.1,41.0,22.4,Warning
97.5,45.1,10.3,13.19,20.0,30.5,Normal
99.9,43.7,9.2,12.25,178.0,36.8,Normal
100.8,39.8,9.8,11.8,172.0,33.2,Warning
87.2,39.7,3.6,13.03,107.0,28.7,Warning
107.8,40.2,11.3,12.97,41.0,30.8,Normal
94.3,38.2,3.5,11.83,49.0,37.0,Critical
97.2,34.8,3.0,13.09,23.0,31.1,Warning
88.9,35.6,11.5,11.88,168.0,31.2,Warning
89.7,34.2,4.4,12.92,161.0,38.3,Normal
95.1,43.7,10.5,12.29,191.0,32.2,Normal
93.7,31.0,11.7,12.64,161.0,28.6,Normal
98.7,43.7,7.9,12.44,169.0,35.6,Normal
92.6,44.3,10.9,12.58,167.0,33.3,Normal
94.2,32.6,11.5,12.61,193.0,34.7,Normal
93.2,37.5,7.0,12.44,134.0,32.1,Normal
96.0,30.5,7.7,12.52,8.0,34.4,Normal
92.4,43.7,7.3,12.52,30.0,30.6,Normal
98.1,44.3,9.5,12.8,188.0,36.4,Normal
106.5,44.2,4.3,12.18,24.0,39.6,Normal
103.0,38.3,10.6,12.08,12.0,29.7,Normal
103.8,54.9,9.8,12.61,173.0,29.6,Normal
90.0,50.6,7.0,12.09,105.0,26.6,Warning
96.7,39.7,4.2,12.18,58.0,32.9,Normal
117.8,35.3,11.5,12.3,148.0,32.7,Warning
99.4,35.9,3.0,13.1,78.0,32.3,Warning
96.2,53.4,8.9,11.93,52.0,33.0,Warning
92.2,41.9,6.1,12.72,91.0,37.1,Normal
110.2,38.5,11.9,12.71,8.0,32.9,Warning
100.0,44.9,9.8,13.16,125.0,28.0,Normal
93.6,33.3,11.9,12.13,96.0,32.9,Normal
81.7,44.4,3.6,12.67,36.0,31.7,Warning
105.6,34.3,9.8,12.91,93.0,32.9,Normal
111.4,23.2,4.8,12.65,183.0,33.0,Critical
96.2,49.1,9.0,12.45,26.0,29.0,Normal
96.5,54.1,2.4,12.32,127.0,34.9,Critical
90.8,36.3,7.5,12.23,184.0,35.9,Normal
94.0,35.1,4.4,13.01,89.0,30.9,Normal
78.6,49.4,6.4,12.36,168.0,27.1,Warning
91.3,45.4,2.8,12.42,43.0,36.1,Warning
93.8,50.5,6.6,12.62,143.0,29.9,Normal
95.3,47.3,6.3,12.59,156.0,33.5,Normal
98.1,34.3,6.1,11.54,116.0,28.3,Warning
95.3,50.2,3.9,12.59,85.0,35.8,Warning
92.7,41.8,7.8,13.08,84.0,33.7,Normal
81.3,36.9,6.1,13.78,156.0,33.2,Normal
98.0,42.3,9.5,11.83,173.0,36.3,Warning
93.6,51.8,9.0,12.5,97.0,32.8,Normal
112.1,22.4,10.8,11.08,75.0,30.6,Critical
98.4,46.2,6.0,11.68,198.0,36.8,Warning
101.4,49.2,11.9,13.31,145.0,32.6,Normal
88.6,48.1,11.3,12.14,76.0,35.5,Normal
93.1,39.8,5.9,12.77,115.0,32.7,Normal
100.8,44.4,8.3,13.36,36.0,34.8,Normal
105.3,37.0,10.4,13.05,148.0,31.6,Normal
98.2,37.9,5.3,12.93,176.0,26.5,Warning
88.7,44.5,10.8,13.48,9.0,30.0,Normal
87.0,44.4,9.5,12.72,32.0,30.7,Normal
84.4,26.7,10.0,13.49,186.0,37.4,Normal
83.3,39.8,9.9,11.9,100.0,33.9,Warning
93.9,47.0,6.0,13.08,157.0,34.7,Normal
115.4,33.2,7.3,11.68,38.0,31.5,Warning
101.4,33.9,7.5,12.68,182.0,37.0,Normal
104.0,36.3,4.3,13.0,149.0,34.1,Normal
75.6,37.3,11.2,12.64,138.0,32.5,Normal
97.9,31.7,5.6,13.34,35.0,30.1,Normal
97.3,39.1,5.0,12.84,167.0,35.1,Normal
93.0,50.2,6.6,13.24,140.0,35.0,Normal
93.4,23.2,11.6,11.86,22.0,27.2,Warning
92.9,40.5,5.6,12.27,11.0,32.3,Normal
84.7,45.9,7.0,12.7,61.0,30.4,Normal
88.2,46.1,5.0,11.68,18.0,31.9,Warning
86.1,32.3,3.8,13.09,18.0,29.9,Warning
92.0,35.5,11.4,13.37,122.0,35.0,Normal
95.5,40.3,9.9,12.14,31.0,32.9,Normal
76.8,49.5,10.4,11.46,175.0,34.5,Warning
95.2,31.1,4.8,13.29,145.0,32.9,Normal
97.9,60.9,10.0,11.33,98.0,29.4,Warning
102.5,39.5,11.8,11.62,142.0,28.5,Warning
96.3,34.3,3.0,12.22,61.0,35.1,Warning
95.8,44.2,3.3,13.15,123.0,32.5,Warning
87.9,39.8,4.7,12.47,164.0,35.0,Normal
101.9,40.8,9.9,12.9,193.0,34.2,Normal
92.2,29.6,4.0,12.68,49.0,32.4,Normal
99.6,39.5,10.7,12.81,89.0,39.0,Normal
95.4,41.2,6.6,12.61,76.0,33.1,Normal
96.3,42.2,8.3,12.36,14.0,33.0,Normal
92.8,26.5,6.6,12.61,68.0,33.0,Normal
91.4,37.2,3.8,12.74,109.0,34.5,Warning
90.3,42.5,4.4,12.21,29.0,32.8,Normal
111.6,44.0,4.5,12.19,140.0,31.6,Warning
99.1,32.1,4.0,12.27,188.0,38.2,Warning
94.3,48.6,4.5,12.77,45.0,32.5,Normal
93.7,39.8,7.0,12.55,149.0,31.5,Normal
85.5,43.7,7.6,12.38,25.0,32.9,Warning
98.9,39.2,5.8,13.24,200.0,30.2,Normal
88.5,53.0,9.3,13.14,11.0,29.4,Normal
107.2,41.5,8.5,12.6,195.0,33.8,Normal
105.8,41.8,8.7,12.34,86.0,26.5,Warning
98.9,49.3,10.1,12.72,147.0,34.7,Normal
95.8,31.1,3.0,12.45,115.0,32.4,Warning
93.3,49.2,11.0,12.69,87.0,29.2,Normal
96.6,31.3,3.0,12.84,35.0,31.3,Warning
91.8,39.6,8.5,11.92,56.0,34.7,Warning
94.2,35.4,7.7,12.24,59.0,30.4,Normal
91.5,34.7,10.0,13.11,77.0,32.9,Normal
77.7,40.7,2.9,12.44,54.0,29.6,Warning
96.6,34.3,2.3,11.47,66.0,32.9,Critical
95.9,52.7,2.6,12.22,22.0,29.8,Warning
92.7,47.3,11.3,12.72,196.0,34.6,Normal
98.1,46.0,7.5,13.51,187.0,27.8,Warning
94.5,39.8,5.7,12.14,105.0,34.1,Normal
92.3,51.1,9.5,13.35,194.0,35.8,Normal
100.7,35.8,2.6,12.61,63.0,30.6,Warning
92.6,39.8,10.5,11.18,77.0,31.5,Critical
90.4,33.5,2.7,12.39,49.0,35.4,Warning
98.1,53.0,10.0,13.05,73.0,34.5,Normal
119.2,49.6,6.7,12.68,156.0,32.5,Critical
104.2,46.1,8.8,12.27,143.0,29.1,Normal
92.2,57.5,10.8,12.47,74.0,31.6,Normal
78.0,26.9,4.6,12.19,18.0,39.2,Normal
83.0,33.0,10.7,13.14,12.0,32.3,Normal
92.9,36.1,3.3,12.58,6.0,34.3,Warning
106.6,42.3,3.0,12.75,66.0,28.5,Warning
82.0,23.6,11.4,12.22,8.0,35.2,Warning
101.6,43.4,9.0,12.83,140.0,31.2,Normal
85.6,36.1,10.3,12.0,25.0,29.9,Normal
86.5,36.9,11.2,12.25,156.0,35.7,Normal
89.0,30.9,4.8,12.94,176.0,30.7,Normal
101.7,34.2,2.3,12.5,191.0,40.6,Critical
81.1,37.5,6.0,12.13,162.0,34.6,Normal
109.6,35.5,4.8,12.61,28.0,31.5,Warning
102.6,37.1,10.9,12.79,80.0,39.0,Normal
91.9,28.2,9.8,13.06,125.0,32.9,Normal
95.5,40.6,10.0,12.51,112.0,32.9,Normal
88.6,37.7,8.8,13.45,59.0,29.2,Normal
98.1,38.2,7.8,12.31,83.0,31.8,Normal
89.6,28.4,2.5,13.16,61.0,34.3,Warning
91.7,34.5,6.3,13.08,174.0,32.3,Normal
89.1,39.5,4.4,13.12,171.0,37.4,Normal
90.5,41.8,6.5,12.32,105.0,25.4,Warning
79.8,46.7,11.5,12.75,82.0,32.7,Normal
81.2,33.4,3.3,11.99,139.0,30.0,Warning
97.2,41.4,9.3,12.7,77.0,31.2,Normal
97.6,44.0,2.1,11.95,140.0,30.0,Warning
96.6,39.6,6.7,12.31,15.0,32.4,Normal
92.4,57.1,10.8,11.87,114.0,32.0,Warning
78.7,34.1,10.2,12.73,141.0,29.3,Normal
104.7,48.2,10.5,12.8,161.0,28.9,Normal
82.6,44.3,3.0,12.94,149.0,32.9,Warning
88.4,26.3,7.2,12.72,99.0,36.5,Normal
90.5,39.8,6.6,12.65,146.0,31.7,Normal
96.3,42.2,2.3,12.56,16.0,33.0,Critical
91.6,41.5,7.0,12.62,94.0,32.6,Normal
83.6,39.3,11.8,11.78,139.0,30.1,Warning
96.7,53.7,4.5,12.44,112.0,30.9,Normal
87.7,56.1,6.5,12.29,181.0,32.4,Normal
95.0,41.9,4.6,12.39,75.0,36.3,Normal
104.0,45.8,4.8,12.56,117.0,29.3,Normal
94.5,32.2,9.9,13.31,27.0,31.5,Normal
100.2,26.9,10.5,13.1,98.0,31.9,Normal
85.6,33.3,9.3,11.91,151.0,26.7,Warning
105.4,39.8,8.1,12.54,152.0,33.6,Normal
103.1,44.6,7.1,12.68,113.0,29.2,Normal
107.6,37.9,9.5,12.1,171.0,36.0,Normal
103.4,49.5,5.1,12.91,166.0,33.4,Normal
86.9,44.7,7.2,13.35,71.0,30.4,Normal
83.0,33.3,3.9,12.38,113.0,37.4,Warning
87.1,36.4,2.0,12.53,155.0,33.2,Critical
91.2,42.8,6.3,12.6,194.0,34.4,Normal
93.3,39.6,5.1,13.16,95.0,21.6,Warning
98.9,47.2,3.9,12.9,27.0,31.5,Warning
80.7,45.5,6.7,12.63,107.0,28.8,Normal
98.1,37.3,9.9,12.38,174.0,30.1,Normal
90.0,39.5,11.5,12.71,47.0,37.6,Normal
109.2,35.0,10.3,13.96,93.0,30.6,Warning
93.2,32.3,7.9,12.83,24.0,30.8,Normal
99.7,36.3,6.7,12.79,62.0,34.0,Normal
101.0,42.1,4.0,12.72,41.0,32.9,Normal
89.7,57.8,7.8,12.3,161.0,30.9,Normal
93.9,46.6,5.6,12.77,153.0,38.9,Normal
91.4,42.6,8.6,11.93,29.0,28.8,Warning
102.8,18.9,8.7,11.75,180.0,31.9,Warning
95.8,46.2,4.2,11.48,149.0,33.7,Warning
97.7,41.9,8.1,13.18,126.0,34.4,Normal
95.7,33.3,9.1,13.34,69.0,33.1,Normal
101.5,41.2,4.8,13.2,16.0,28.7,Normal
98.4,38.9,11.7,12.26,24.0,35.5,Normal
96.8,38.3,6.6,11.43,51.0,29.1,Warning
87.7,49.6,11.2,13.82,185.0,32.5,Normal
87.3,52.9,8.3,13.02,18.0,34.1,Normal
98.5,37.7,8.6,12.44,29.0,31.1,Normal
96.1,26.4,8.6,12.38,199.0,32.7,Normal
82.8,55.4,9.7,12.96,192.0,26.7,Warning
91.5,38.5,10.9,12.83,121.0,24.8,Warning
87.7,48.6,3.7,13.2,115.0,38.6,Warning
81.2,42.6,7.0,12.91,63.0,30.4,Normal
90.7,44.6,8.9,13.8,34.0,34.7,Normal
94.0,25.1,2.4,13.26,13.0,39.1,Critical
93.1,44.3,6.4,13.27,163.0,34.8,Normal
91.6,44.7,6.2,13.44,194.0,30.5,Normal
90.7,39.8,3.2,12.47,60.0,37.6,Warning
78.2,50.6,2.8,12.61,173.0,30.4,Warning
95.8,40.8,9.9,12.77,182.0,23.5,Warning
96.5,51.0,2.0,12.62,93.0,34.8,Critical
91.6,31.1,10.7,12.91,158.0,32.2,Normal
104.9,36.7,10.6,12.48,6.0,34.0,Normal
94.8,33.4,3.1,13.8,30.0,31.7,Warning
95.5,39.8,4.9,12.88,9.0,31.9,Normal
97.4,36.0,7.6,12.38,157.0,33.1,Normal
106.6,34.8,9.5,13.11,36.0,32.6,Normal
100.2,38.5,4.5,12.89,139.0,32.7,Normal
103.0,38.9,11.8,12.62,105.0,30.4,Normal
105.9,45.8,10.6,13.71,183.0,37.4,Normal
84.0,31.2,9.6,12.39,157.0,38.2,Normal
70.0,34.3,3.7,12.02,85.0,34.0,Warning
101.1,30.7,9.1,12.38,121.0,32.0,Normal
103.2,34.5,4.3,11.92,6.0,32.9,Warning
111.0,21.8,2.5,12.49,94.0,35.3,Critical
86.2,33.4,9.8,12.72,16.0,31.0,Normal
88.3,29.3,4.3,12.07,99.0,32.2,Normal
83.6,46.1,6.4,12.27,194.0,31.3,Normal
89.2,52.7,10.4,11.29,33.0,31.9,Critical
100.1,41.3,7.1,13.12,85.0,31.3,Normal
102.7,28.7,6.9,13.32,162.0,31.4,Normal
100.8,24.5,7.2,11.99,151.0,35.6,Warning
86.0,35.8,6.0,12.92,67.0,30.1,Normal
107.6,39.0,8.8,12.31,46.0,31.9,Normal
102.8,38.9,8.8,12.35,83.0,30.1,Normal
106.5,48.5,7.8,12.72,169.0,35.6,Normal
103.2,36.3,8.5,13.2,34.0,25.9,Warning
83.1,46.3,9.2,12.24,199.0,34.9,Normal
81.5,45.1,6.1,12.8,153.0,32.4,Normal
86.6,38.2,11.9,13.24,65.0,35.9,Normal
94.8,40.7,7.0,13.15,182.0,29.3,Normal
114.1,17.2,3.7,13.29,77.0,31.4,Critical
84.9,49.4,2.1,11.71,196.0,31.0,Critical
92.3,35.9,7.7,12.35,170.0,35.8,Normal
105.0,42.1,5.2,12.36,19.0,30.7,Normal
103.5,44.9,8.5,12.21,88.0,36.4,Normal
92.7,26.9,2.2,12.96,134.0,29.6,Critical
101.9,29.3,8.2,12.91,74.0,31.8,Normal
101.2,44.4,4.1,12.77,155.0,30.5,Normal
84.4,51.8,10.2,11.69,28.0,32.9,Warning
90.1,42.3,11.4,12.28,171.0,28.0,Critical
95.7,49.8,5.2,12.81,122.0,30.8,Normal
85.8,39.8,8.9,12.08,62.0,39.1,Normal
99.6,29.7,4.5,10.5,32.0,30.7,Critical
101.4,25.8,10.5,13.05,53.0,30.5,Normal
100.1,45.9,6.8,12.51,189.0,34.8,Normal
103.2,55.9,2.4,12.14,112.0,30.3,Critical
101.6,45.4,9.8,12.61,93.0,31.5,Normal
97.6,32.3,5.7,12.76,56.0,39.2,Normal
94.2,33.7,10.3,12.81,190.0,36.3,Normal
90.2,38.2,9.5,12.68,151.0,33.1,Normal
99.4,34.1,5.1,12.61,35.0,32.9,Critical
85.1,32.9,9.9,13.19,60.0,36.7,Normal
77.9,41.6,11.3,13.57,72.0,33.4,Normal
95.1,24.1,7.6,12.67,66.0,31.3,Warning
90.4,31.0,9.6,12.68,150.0,34.7,Normal
97.6,41.0,2.7,13.03,80.0,28.2,Warning
105.4,42.0,11.9,13.25,114.0,29.1,Normal
95.3,28.0,6.7,12.09,155.0,31.6,Normal
106.7,39.0,8.7,13.63,106.0,35.0,Normal
95.6,44.1,2.5,13.08,178.0,38.4,Warning
95.6,30.2,11.4,12.56,184.0,29.2,Normal
103.8,30.8,6.6,12.97,168.0,32.7,Normal
84.5,35.9,9.9,13.13,19.0,32.1,Normal
88.0,42.4,2.8,13.77,27.0,32.8,Normal
88.0,36.2,6.0,12.72,185.0,32.3,Normal
85.5,50.6,10.5,12.12,103.0,32.3,Normal
102.0,37.9,6.1,12.98,8.0,35.7,Normal
99.3,32.4,3.9,12.15,40.0,35.1,Warning
91.8,50.0,11.2,12.3,51.0,34.0,Normal
97.1,35.9,5.0,13.37,51.0,32.9,Warning
93.6,37.5,3.1,12.28,91.0,32.3,Warning
101.2,28.1,3.7,12.61,184.0,35.5,Warning
93.7,28.0,11.4,12.62,58.0,41.6,Warning
101.4,32.1,3.7,12.48,107.0,35.9,Warning
86.9,49.0,4.9,12.48,103.0,32.4,Normal
96.0,35.8,6.8,13.61,144.0,31.5,Normal
78.3,46.3,8.8,12.64,118.0,28.2,Normal
100.8,34.1,5.7,12.76,24.0,34.2,Normal
95.6,49.5,4.8,12.68,64.0,28.0,Normal
111.6,39.3,3.7,12.38,26.0,33.5,Warning
99.7,39.7,3.4,12.06,95.0,33.2,Warning
93.7,35.3,9.1,12.7,122.0,33.4,Normal
99.2,41.4,6.4,12.47,165.0,34.4,Normal
82.7,41.9,7.0,13.34,200.0,31.7,Normal
89.6,39.1,8.3,12.86,79.0,37.6,Normal
95.8,38.2,5.2,13.05,66.0,29.2,Normal
80.7,44.8,4.4,12.74,28.0,35.2,Normal
98.3,36.5,11.9,12.52,127.0,32.9,Normal
110.9,39.4,4.6,12.18,134.0,29.0,Warning
110.4,46.5,4.8,12.64,198.0,32.6,Warning
70.0,44.9,5.0,11.16,29.0,36.3,Critical
82.9,48.7,3.6,12.15,189.0,32.5,Warning
104.2,48.4,9.8,12.01,168.0,33.7,Normal
100.1,29.6,7.1,13.66,187.0,28.7,Normal
105.6,36.2,11.3,11.61,115.0,35.1,Warning
97.0,20.3,5.3,12.24,74.0,32.2,Warning
95.6,49.9,5.2,12.21,38.0,33.8,Normal
85.6,33.8,8.6,14.05,154.0,32.6,Normal
97.6,32.2,10.1,12.08,84.0,33.3,Normal
95.6,32.2,7.3,11.83,175.0,32.5,Warning
82.6,39.7,4.8,12.15,26.0,34.4,Normal
89.4,47.5,7.8,12.51,9.0,34.8,Normal
98.1,30.9,9.5,12.4,181.0,40.6,Warning
99.6,50.2,5.3,12.44,44.0,32.0,Normal
92.7,33.7,9.8,12.62,97.0,31.1,Normal
80.2,35.1,3.0,12.02,139.0,30.7,Warning
100.1,48.2,5.9,12.51,149.0,36.5,Normal
81.4,38.5,11.3,12.61,32.0,35.1,Normal
97.7,38.0,10.0,13.02,23.0,33.6,Normal
98.1,37.6,8.0,12.96,120.0,34.4,Normal
74.9,49.1,9.8,11.8,43.0,27.8,Warning
85.9,42.7,8.6,13.0,38.0,35.6,Normal
101.8,46.7,3.4,12.33,144.0,33.6,Warning
76.8,43.1,10.2,12.85,152.0,28.9,Normal
89.2,41.5,2.1,12.01,98.0,29.9,Critical
103.6,24.9,11.8,11.91,8.0,31.8,Warning
107.0,40.2,4.6,12.41,176.0,33.1,Normal
95.8,47.6,6.9,14.25,133.0,32.1,Normal
91.5,43.1,8.5,12.67,161.0,33.5,Normal
98.6,42.4,4.0,12.34,63.0,32.5,Warning
95.4,41.7,2.7,13.04,98.0,28.8,Warning
98.8,37.5,2.7,12.2,45.0,34.8,Warning
87.4,35.4,7.7,12.68,171.0,33.6,Normal
93.0,62.6,11.7,12.69,185.0,38.3,Normal
94.2,51.7,6.4,14.03,13.0,34.0,Normal
97.5,56.5,11.0,12.61,47.0,28.8,Normal
92.6,43.6,8.4,12.29,133.0,33.3,Normal
93.4,52.8,4.7,12.47,130.0,39.2,Normal
92.4,29.7,4.8,12.43,20.0,35.0,Normal
97.0,32.0,2.3,13.48,31.0,27.9,Critical
85.5,46.7,2.9,13.26,36.0,32.7,Warning
85.3,33.8,8.3,12.61,68.0,32.9,Normal
104.7,45.1,4.8,12.82,19.0,37.7,Normal
98.8,39.8,2.4,12.81,92.0,37.9,Critical
100.1,45.5,3.6,12.67,143.0,32.2,Warning
85.1,33.7,5.0,12.08,41.0,36.2,Normal
98.6,46.2,7.1,13.31,186.0,35.6,Normal
75.0,37.8,3.2,13.28,129.0,31.4,Warning
79.5,29.6,10.1,13.04,154.0,35.1,Normal
110.9,39.8,4.9,13.45,54.0,33.7,Warning
95.9,24.3,6.8,12.6,93.0,33.7,Warning
89.6,49.3,10.2,12.95,32.0,29.9,Normal
95.7,47.6,12.0,11.77,82.0,32.1,Warning
96.7,55.8,5.6,12.98,92.0,34.4,Normal
94.8,46.3,2.4,12.87,57.0,28.0,Critical
96.7,44.8,9.1,11.98,23.0,35.0,Warning
109.4,51.3,3.8,12.61,139.0,37.4,Warning
87.8,55.2,5.4,12.59,144.0,37.9,Normal
95.5,41.6,4.2,12.45,133.0,30.2,Normal
107.5,48.7,2.4,13.04,45.0,35.1,Critical
92.9,39.3,10.8,12.05,109.0,32.7,Normal
103.2,46.7,6.7,12.97,128.0,29.1,Normal
93.2,34.8,9.1,12.14,97.0,35.9,Normal
97.2,50.2,9.5,12.98,6.0,34.9,Normal
102.9,26.1,9.7,13.27,54.0,28.5,Normal
90.5,49.8,2.2,12.27,119.0,32.6,Critical
104.6,35.5,4.2,12.27,93.0,31.3,Normal
88.1,15.3,8.8,12.73,32.0,30.2,Critical
101.2,35.0,7.0,12.86,12.0,26.3,Warning
94.9,50.4,3.9,12.56,104.0,35.4,Warning
100.9,27.2,2.3,13.18,29.0,38.7,Critical
96.2,52.5,5.9,12.81,112.0,34.1,Normal
94.2,43.8,5.6,12.78,101.0,29.7,Critical
100.7,46.5,7.3,13.01,184.0,36.1,Normal
98.5,29.3,5.0,12.16,141.0,34.2,Normal
110.9,34.3,9.4,12.58,94.0,32.9,Warning
92.5,44.5,11.1,13.24,163.0,29.5,Normal
90.7,24.0,12.0,12.63,22.0,26.8,Warning
83.3,54.7,8.0,12.44,192.0,32.5,Normal
